file,path,format,bytes,used_by_classnames,share_count,recorded_source,tool_stated_in_file,units_and_axes,meshes,materials,material_names,textures,images,uv_declared,paint_readiness,hardpoint_named_nodes_STATED_IN_FILE,markers_cig_PROJECT,markers_inherited_PROJECT,markers_name_derived_PROJECT,animations,skins,lod_named,collision_named,node_transforms,raw_accessor_extent_X_Y_Z_MEASURED,world_extent_X_Y_Z_MEASURED_node_transforms_applied,skinned
C2_Hercules.glb,testing/_deploy/models/C2_Hercules.glb,"glTF 2 binary, Draco yes",1731772,CRUS_Starlifter_C2,1,"sc-ships/index.json id 162, slug k50il15zq7osw (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,6,0,0,0,0,0,no,71.04 x 21.755 x 94.521,71.04 x 21.755 x 94.521,no
C8R_Pisces.glb,testing/_deploy/models/C8R_Pisces.glb,"glTF 2 binary, Draco yes",331360,ANVL_C8R_Pisces,1,"sc-ships/index.json id 241, slug o0szzqqb7cbt9 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,4,4,0,0,0,0,0,no,10.223 x 3.001 x 12.364,10.223 x 3.001 x 12.364,no
C8X_Pisces_Expedition.glb,testing/_deploy/models/C8X_Pisces_Expedition.glb,"glTF 2 binary, Draco yes",437160,ANVL_C8X_Pisces_Expedition,1,"sc-ships/index.json id 192, slug tgoingv4iu58b (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,6,6,0,0,0,0,0,no,10.223 x 3.001 x 12.364,10.223 x 3.001 x 12.364,no
C8_Pisces.glb,testing/_deploy/models/C8_Pisces.glb,"glTF 2 binary, Draco yes",331360,ANVL_C8_Pisces,1,"sc-ships/index.json id 191, slug o8k9wcrgpcwwc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,4,4,0,0,0,0,0,no,10.223 x 3.001 x 12.364,10.223 x 3.001 x 12.364,no
CSV-SM.glb,testing/_deploy/models/CSV-SM.glb,"glTF 2 binary, Draco yes",1232512,ARGO_CSV_Cargo,1,"sc-ships/index.json id 281, slug 3lu9px6wf0gmm (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,4.138 x 2.902 x 6.075,4.138 x 2.902 x 6.075,no
Carrack.glb,testing/_deploy/models/Carrack.glb,"glTF 2 binary, Draco yes",876628,ANVL_Carrack;ANVL_Carrack_BIS2950,2,"sc-ships/index.json id 62, slug guiwiw1a6xezs (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,6,32,0,0,0,0,0,no,76.275 x 36.169 x 125.575,76.275 x 36.169 x 125.575,no
Carrack_Expedition.glb,testing/_deploy/models/Carrack_Expedition.glb,"glTF 2 binary, Draco yes",876628,ANVL_Carrack_Expedition,1,"sc-ships/index.json id 206, slug 65whukencfge5 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,3,16,0,0,0,0,0,no,76.275 x 36.169 x 125.575,76.275 x 36.169 x 125.575,no
Caterpillar.glb,testing/_deploy/models/Caterpillar.glb,"glTF 2 binary, Draco yes",1183084,DRAK_Caterpillar;DRAK_Caterpillar_Boarded;DRAK_Caterpillar_Pirate,3,"sc-ships/index.json id 24, slug ajs3m6knkqi8w (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,27,27,0,0,0,0,0,no,39.505 x 13.192 x 111.561,39.505 x 13.192 x 111.561,no
Caterpillar_Best_In_Show_Edition_2949.glb,testing/_deploy/models/Caterpillar_Best_In_Show_Edition_2949.glb,"glTF 2 binary, Draco yes",1183084,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 194, slug pk2k9do4s5s86 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,39.505 x 13.192 x 111.561,39.505 x 13.192 x 111.561,no
Caterpillar_Pirate_Edition.glb,testing/_deploy/models/Caterpillar_Pirate_Edition.glb,"glTF 2 binary, Draco yes",1183084,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 125, slug wsqemkz81ugf8 (Fleetyards, index dated 2026-07-26) | MODEL_SOURCE.txt: model.glb in this folder was copied from sc-ships/Caterpillar/model.glb on 2026-07-30T18:31:55.494596 because they share the same base chassis (byte-identical to 1 sibling(s): ['Caterpillar']). Not ship-specific source art - if a real distinct model for Caterpillar Pirate Edition is ever sourced, replace this file and delete this note.",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,39.505 x 13.192 x 111.561,39.505 x 13.192 x 111.561,no
Centurion.glb,testing/_deploy/models/Centurion.glb,"glTF 2 binary, Draco yes",2141520,ANVL_Centurion,1,"sc-ships/index.json id 233, slug bv1y6xcxr9979 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,2,10,0,0,0,0,0,no,6.755 x 5.254 x 16.648,6.755 x 5.254 x 16.648,no
Clipper.glb,testing/_deploy/models/Clipper.glb,"glTF 2 binary, Draco yes",3018556,DRAK_Clipper;DRAK_Clipper_Collector_Military,2,"sc-ships/index.json id 308, slug 1cqnr3r9erjhe (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,49.481 x 13.022 x 27.237,49.481 x 13.022 x 27.237,no
Constellation_Andromeda.glb,testing/_deploy/models/Constellation_Andromeda.glb,"glTF 2 binary, Draco yes",3869076,RSI_Constellation_Andromeda,1,"sc-ships/index.json id 45, slug cyqqdak4v16gq (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,14,64,2,0,0,0,0,no,26.27 x 13.256 x 60.807,26.27 x 13.256 x 60.807,no
Constellation_Aquila.glb,testing/_deploy/models/Constellation_Aquila.glb,"glTF 2 binary, Draco yes",1491796,RSI_Constellation_Aquila,1,"sc-ships/index.json id 47, slug 1zrhcf8unucbh (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,14,32,2,0,0,0,0,no,26.497 x 13.238 x 60.902,26.497 x 13.238 x 60.902,no
Constellation_Phoenix.glb,testing/_deploy/models/Constellation_Phoenix.glb,"glTF 2 binary, Draco yes",3624212,RSI_Constellation_Phoenix,1,"sc-ships/index.json id 49, slug mbwojtsz3ej0w (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,41,3,0,0,0,0,no,26.627 x 13.256 x 60.755,26.627 x 13.256 x 60.755,no
Constellation_Phoenix_Emerald.glb,testing/_deploy/models/Constellation_Phoenix_Emerald.glb,"glTF 2 binary, Draco yes",3624300,RSI_Constellation_Phoenix_Emerald,1,"sc-ships/index.json id 156, slug 11fgef6c3lmni (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,41,3,0,0,0,0,no,26.627 x 13.256 x 60.755,26.627 x 13.256 x 60.755,no
Constellation_Taurus.glb,testing/_deploy/models/Constellation_Taurus.glb,"glTF 2 binary, Draco yes",2947656,RSI_Constellation_Taurus,1,"sc-ships/index.json id 46, slug atm0b1ju8t4bi (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,34,0,0,0,0,0,no,26.271 x 13.255 x 58.913,26.271 x 13.255 x 58.913,no
Corsair.glb,testing/_deploy/models/Corsair.glb,"glTF 2 binary, Draco yes",2562976,DRAK_Corsair;DRAK_Corsair_Exec_Military;DRAK_Corsair_Exec_StealthIndustrial,3,"sc-ships/index.json id 178, slug chr3kf00xi3y4 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,39,78,0,0,0,0,0,no,54.128 x 25.794 x 47.02,54.128 x 25.794 x 47.02,no
Crucible.glb,testing/_deploy/models/Crucible.glb,"glTF 2 binary, Draco yes",1261760,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 103, slug 6f9qhjl7v8tyc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,yes,0.72 x 0.272 x 0.89,72.799 x 27.549 x 90.0,no
Cutlass_Black.glb,testing/_deploy/models/Cutlass_Black.glb,"glTF 2 binary, Draco yes",728552,DRAK_Cutlass_Black;DRAK_Cutlass_Black_BIS2950;DRAK_Cutlass_Black_Exec_Military;DRAK_Cutlass_Black_Exec_Stealth,4,"sc-ships/index.json id 56, slug 68aa6thqi6764 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,52,100,0,0,0,0,0,no,26.146 x 10.236 x 35.717,26.146 x 10.236 x 35.717,no
Cutlass_Black_Best_In_Show_Edition_2949.glb,testing/_deploy/models/Cutlass_Black_Best_In_Show_Edition_2949.glb,"glTF 2 binary, Draco yes",728552,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 193, slug cbvmsg7qb88ih (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,26.146 x 10.236 x 35.717,26.146 x 10.236 x 35.717,no
Cutlass_Blue.glb,testing/_deploy/models/Cutlass_Blue.glb,"glTF 2 binary, Draco yes",2277232,DRAK_Cutlass_Blue;DRAK_Cutlass_Blue_BIS2950,2,"sc-ships/index.json id 58, slug xvi8kgfo51km7 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,24,64,0,0,0,0,0,no,26.127 x 10.233 x 35.738,26.127 x 10.233 x 35.738,no
Cutlass_Red.glb,testing/_deploy/models/Cutlass_Red.glb,"glTF 2 binary, Draco yes",1482692,DRAK_Cutlass_Red;DRAK_Cutlass_Red_BIS2950,2,"sc-ships/index.json id 57, slug pakgcafwmnk04 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,12,8,0,0,0,0,0,no,26.128 x 9.989 x 36.058,26.128 x 9.989 x 36.058,no
Cutlass_Steel.glb,testing/_deploy/models/Cutlass_Steel.glb,"glTF 2 binary, Draco yes",728552,DRAK_Cutlass_Steel,1,"sc-ships/index.json id 228, slug nkeqph5m9nq1t (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,13,33,0,0,0,0,0,no,26.146 x 10.236 x 35.717,26.146 x 10.236 x 35.717,no
Cutter.glb,testing/_deploy/models/Cutter.glb,"glTF 2 binary, Draco yes",3164152,DRAK_Cutter,1,"sc-ships/index.json id 242, slug mp59f13g60g9c (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,6,0,0,0,0,0,no,12.723 x 5.559 x 19.893,12.723 x 5.559 x 19.893,no
Cutter_Rambler.glb,testing/_deploy/models/Cutter_Rambler.glb,"glTF 2 binary, Draco yes",3212420,DRAK_Cutter_Rambler,1,"sc-ships/index.json id 266, slug s7hzhne9l7dw4 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,6,0,0,0,0,0,no,12.723 x 6.528 x 19.71,12.723 x 6.528 x 19.71,no
Cutter_Scout.glb,testing/_deploy/models/Cutter_Scout.glb,"glTF 2 binary, Draco yes",2839148,DRAK_Cutter_Scout,1,"sc-ships/index.json id 259, slug kvb3s9cumc1dm (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,8,4,0,0,0,0,0,no,12.723 x 6.493 x 19.388,12.723 x 6.493 x 19.388,no
Cyclone.glb,testing/_deploy/models/Cyclone.glb,"glTF 2 binary, Draco yes",481080,TMBL_Cyclone,1,"sc-ships/index.json id 134, slug kmte9k7mvctnq (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,3.757 x 2.309 x 5.677,3.757 x 2.309 x 5.677,no
Cyclone_AA.glb,testing/_deploy/models/Cyclone_AA.glb,"glTF 2 binary, Draco yes",2322256,TMBL_Cyclone_AA,1,"sc-ships/index.json id 138, slug mjbb0uzvjr2ov (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,3.2 x 2.576 x 5.686,3.2 x 2.576 x 5.686,no
Cyclone_MT.glb,testing/_deploy/models/Cyclone_MT.glb,"glTF 2 binary, Draco yes",1475160,TMBL_Cyclone_MT,1,"sc-ships/index.json id 218, slug 8289odlbphre9 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,9,0,0,0,0,0,no,3.763 x 3.901 x 5.673,3.763 x 3.901 x 5.673,no
Cyclone_RC.glb,testing/_deploy/models/Cyclone_RC.glb,"glTF 2 binary, Draco yes",1999360,TMBL_Cyclone_RC,1,"sc-ships/index.json id 136, slug dzdv6kps4t3to (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,3.2 x 2.255 x 5.686,3.2 x 2.255 x 5.686,no
Cyclone_RN.glb,testing/_deploy/models/Cyclone_RN.glb,"glTF 2 binary, Draco yes",2724176,TMBL_Cyclone_RN,1,"sc-ships/index.json id 137, slug mbnlnaqp3ejjl (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,3.2 x 2.332 x 5.686,3.2 x 2.332 x 5.686,no
Cyclone_TR.glb,testing/_deploy/models/Cyclone_TR.glb,"glTF 2 binary, Draco yes",2039236,TMBL_Cyclone_TR,1,"sc-ships/index.json id 135, slug zyyy3m2sxywkc (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,1,0,0,0,0,0,no,3.2 x 2.793 x 5.686,3.2 x 2.793 x 5.686,no
Defender.glb,testing/_deploy/models/Defender.glb,"glTF 2 binary, Draco yes",1507076,BANU_Defender,1,"sc-ships/index.json id 129, slug dnzew0c5pdv0a (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,4,4,0,0,0,0,0,no,16.847 x 5.859 x 37.792,16.847 x 5.859 x 37.792,no
Dragonfly_Black.glb,testing/_deploy/models/Dragonfly_Black.glb,"glTF 2 binary, Draco yes",2478732,DRAK_Dragonfly,1,"sc-ships/index.json id 112, slug got2hts66e3ec (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,4,2,0,0,0,0,0,no,2.273 x 1.362 x 6.485,2.273 x 1.362 x 6.485,no
Dragonfly_Yellowjacket.glb,testing/_deploy/models/Dragonfly_Yellowjacket.glb,"glTF 2 binary, Draco yes",2478668,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 111, slug admv1pidft7ic (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,NO,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,2.273 x 1.362 x 6.485,2.273 x 1.362 x 6.485,no
E1_Spirit.glb,testing/_deploy/models/E1_Spirit.glb,"glTF 2 binary, Draco yes",2756112,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 239, slug 8u2yi7tucy5qy (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,43.638 x 8.796 x 46.715,43.638 x 8.796 x 46.715,no
Eclipse.glb,testing/_deploy/models/Eclipse.glb,"glTF 2 binary, Draco yes",796012,AEGS_Eclipse;AEGS_Eclipse_BIS2950,2,"sc-ships/index.json id 130, slug kbeiage2u6wt7 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,10,0,0,0,0,0,no,36.919 x 3.969 x 20.498,36.919 x 3.969 x 20.498,no
Endeavor.glb,testing/_deploy/models/Endeavor.glb,"glTF 2 binary, Draco yes",1353508,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 97, slug 5l3ynx7v6au7p (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,yes,4.027 x 1.75 x 17.113,47.064 x 20.451 x 200.0,no
Expanse.glb,testing/_deploy/models/Expanse.glb,"glTF 2 binary, Draco yes",3446200,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 230, slug mvkfptvt9o2sw (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,21.376 x 10.099 x 35.585,21.376 x 10.099 x 35.585,no
F7A_Hornet_Mk_I.glb,testing/_deploy/models/F7A_Hornet_Mk_I.glb,"glTF 2 binary, Draco yes",1384148,ANVL_Hornet_F7A_Mk1,1,"sc-ships/index.json id 269, slug gpd0sk458h8j4 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,7,6,0,0,0,0,0,no,21.773 x 5.133 x 22.585,21.773 x 5.133 x 22.585,no
F7A_Hornet_Mk_II.glb,testing/_deploy/models/F7A_Hornet_Mk_II.glb,"glTF 2 binary, Draco yes",1323068,ANVL_Hornet_F7A_Mk2;ANVL_Hornet_F7A_Mk2_Exec_Military;ANVL_Hornet_F7A_Mk2_Exec_Stealth,3,"sc-ships/index.json id 37, slug ke3z7acq1gmwz (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,27,42,0,0,0,0,0,no,21.969 x 4.719 x 22.278,21.969 x 4.719 x 22.278,no
F7C-M_Super_Hornet_Heartseeker_Mk_I.glb,testing/_deploy/models/F7C-M_Super_Hornet_Heartseeker_Mk_I.glb,"glTF 2 binary, Draco yes",2022308,ORPHAN - referenced by no ClassName,0,"sc-ships/index.json id 177, slug b4d3cop3ltr3y (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,0,0,0,0,0,0,0,no,24.335 x 6.252 x 24.153,24.335 x 6.252 x 24.153,no
F7C-M_Super_Hornet_Mk_I.glb,testing/_deploy/models/F7C-M_Super_Hornet_Mk_I.glb,"glTF 2 binary, Draco yes",2022308,ANVL_Hornet_F7CM,1,"sc-ships/index.json id 15, slug 9wbzml3ovg5s5 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,7,14,0,0,0,0,0,no,24.335 x 6.252 x 24.153,24.335 x 6.252 x 24.153,no
F7C-M_Super_Hornet_Mk_II.glb,testing/_deploy/models/F7C-M_Super_Hornet_Mk_II.glb,"glTF 2 binary, Draco yes",905224,ANVL_Hornet_F7CM_Mk2,1,"sc-ships/index.json id 293, slug pkbz3ony35bkl (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,10,25,0,0,0,0,0,no,24.199 x 5.261 x 23.879,24.199 x 5.261 x 23.879,no
F7C-R_Hornet_Tracker_Mk_I.glb,testing/_deploy/models/F7C-R_Hornet_Tracker_Mk_I.glb,"glTF 2 binary, Draco yes",1816192,ANVL_Hornet_F7CR,1,"sc-ships/index.json id 14, slug n4o99ctni4lju (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,2,2,2,0,0,0,0,no,21.782 x 6.619 x 23.664,21.782 x 6.619 x 23.664,no
F7C-R_Hornet_Tracker_Mk_II.glb,testing/_deploy/models/F7C-R_Hornet_Tracker_Mk_II.glb,"glTF 2 binary, Draco yes",867392,ANVL_Hornet_F7CR_Mk2,1,"sc-ships/index.json id 284, slug 7xa6xowb0e7tk (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,9,10,0,0,0,0,0,no,21.969 x 5.219 x 22.666,21.969 x 5.219 x 22.666,no
F7C-S_Hornet_Ghost_Mk_I.glb,testing/_deploy/models/F7C-S_Hornet_Ghost_Mk_I.glb,"glTF 2 binary, Draco yes",1429448,ANVL_Hornet_F7CS,1,"sc-ships/index.json id 13, slug i4fxzcl4y3t1n (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,2,2,2,0,0,0,0,no,21.773 x 6.308 x 22.585,21.773 x 6.308 x 22.585,no
F7C-S_Hornet_Ghost_Mk_II.glb,testing/_deploy/models/F7C-S_Hornet_Ghost_Mk_II.glb,"glTF 2 binary, Draco yes",762152,ANVL_Hornet_F7CS_Mk2,1,"sc-ships/index.json id 285, slug x52o8np3jfl0d (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,9,10,0,0,0,0,0,no,21.969 x 4.874 x 22.205,21.969 x 4.874 x 22.205,no
F7C_Hornet_Mk_I.glb,testing/_deploy/models/F7C_Hornet_Mk_I.glb,"glTF 2 binary, Draco yes",1384148,ANVL_Hornet_F7C,1,"sc-ships/index.json id 11, slug jj23r3vy7auib (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,2,2,2,0,0,0,0,no,21.773 x 5.133 x 22.585,21.773 x 5.133 x 22.585,no
F7C_Hornet_Mk_II.glb,testing/_deploy/models/F7C_Hornet_Mk_II.glb,"glTF 2 binary, Draco yes",794772,ANVL_Hornet_F7C_Mk2,1,"sc-ships/index.json id 270, slug 7gp2loc18tm21 (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,9,10,0,0,0,0,0,no,21.969 x 4.826 x 22.259,21.969 x 4.826 x 22.259,no
F7C_Hornet_Wildfire_Mk_I.glb,testing/_deploy/models/F7C_Hornet_Wildfire_Mk_I.glb,"glTF 2 binary, Draco yes",890436,ANVL_Hornet_F7C_Wildfire,1,"sc-ships/index.json id 122, slug t029d5ysfp6og (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,3,3,2,0,0,0,0,no,21.629 x 5.26 x 22.554,21.629 x 5.26 x 22.554,no
F8C_Lightning.glb,testing/_deploy/models/F8C_Lightning.glb,"glTF 2 binary, Draco yes",1179716,ANVL_Lightning_F8C;ANVL_Lightning_F8C_Collector_Military;ANVL_Lightning_F8C_Collector_Stealth;ANVL_Lightning_F8C_Exec_Military;ANVL_Lightning_F8C_Exec_Stealth,5,"sc-ships/index.json id 261, slug xr1wl7fxnegku (Fleetyards, index dated 2026-07-26)",glTF-Transform v4.4.2,the FORMAT states metres and +Y up; NOT verified against the geometry,1,1,Default,0,0,yes,"one material ""Default"" - no slot to paint",0,55,80,0,0,0,0,0,no,25.63 x 5.717 x 24.287,25.63 x 5.717 x 24.287,no
